file,label,duration,sample_rate,channels,bit_depth,rms,peak,silence_ratio,status,reason
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000001.wav,background,2.56,16000,1,16,0.20222,0.9101,0.0548,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000002.wav,background,2.7306875,16000,1,16,0.23568,0.93219,0.0455,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000003.wav,background,1.5,16000,1,16,0.05637,0.21786,0.1369,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000004.wav,background,1.5,16000,1,16,0.056,0.25046,0.1407,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000005.wav,background,1.5,16000,1,16,0.05615,0.21326,0.1397,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000006.wav,background,1.5,16000,1,16,0.05647,0.23044,0.1438,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000007.wav,background,1.5,16000,1,16,0.05592,0.23044,0.1412,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000008.wav,background,1.5,16000,1,16,0.05704,0.22827,0.1357,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000009.wav,background,1.5,16000,1,16,0.05644,0.21658,0.1348,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000010.wav,background,1.5,16000,1,16,0.05596,0.22644,0.1378,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000011.wav,background,1.5,16000,1,16,0.05632,0.21863,0.1431,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000012.wav,background,1.5,16000,1,16,0.05618,0.2146,0.1389,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000013.wav,background,1.5,16000,1,16,0.05651,0.27792,0.1411,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000014.wav,background,1.5,16000,1,16,0.05612,0.22482,0.1407,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000015.wav,background,1.5,16000,1,16,0.05615,0.22327,0.141,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000016.wav,background,1.5,16000,1,16,0.05638,0.2168,0.1398,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000017.wav,background,1.5,16000,1,16,0.05651,0.21024,0.1373,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000018.wav,background,1.5,16000,1,16,0.05596,0.20377,0.1389,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000019.wav,background,1.5,16000,1,16,0.05658,0.22751,0.1365,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000020.wav,background,1.5,16000,1,16,0.05658,0.22073,0.1399,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000021.wav,background,1.5,16000,1,16,0.05613,0.22095,0.1387,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/fan/background_fan_000022.wav,background,1.5,16000,1,16,0.05599,0.2496,0.1455,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000001.wav,background,1.9626875,16000,1,16,0.13815,0.90829,0.0831,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000002.wav,background,1.621375,16000,1,16,0.13323,0.72702,0.1071,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000003.wav,background,4.245375,16000,1,16,0.10247,0.88538,0.1815,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000004.wav,background,1.408,16000,1,16,0.14503,0.79065,0.1254,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000005.wav,background,2.944,16000,1,16,0.10541,0.91733,0.1762,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000006.wav,background,1.5,16000,1,16,0.02784,0.0834,0.2802,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000007.wav,background,1.5,16000,1,16,0.02791,0.08356,0.2782,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000008.wav,background,1.5,16000,1,16,0.02801,0.08609,0.2762,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000009.wav,background,1.5,16000,1,16,0.02784,0.08481,0.279,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000010.wav,background,1.5,16000,1,16,0.02799,0.08401,0.2795,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000011.wav,background,1.5,16000,1,16,0.02801,0.08185,0.2792,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000012.wav,background,1.5,16000,1,16,0.02788,0.08508,0.282,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000013.wav,background,1.5,16000,1,16,0.02794,0.08582,0.2785,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000014.wav,background,1.5,16000,1,16,0.02802,0.09842,0.2773,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000015.wav,background,1.5,16000,1,16,0.02802,0.08759,0.2801,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000016.wav,background,1.5,16000,1,16,0.02792,0.08768,0.2765,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000017.wav,background,1.5,16000,1,16,0.02798,0.08307,0.2755,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000018.wav,background,1.5,16000,1,16,0.0279,0.08969,0.2794,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000019.wav,background,1.5,16000,1,16,0.02797,0.08524,0.2794,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000020.wav,background,1.5,16000,1,16,0.02797,0.08566,0.276,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000021.wav,background,1.5,16000,1,16,0.02786,0.08609,0.2835,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000022.wav,background,1.5,16000,1,16,0.0279,0.08267,0.2769,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000023.wav,background,1.5,16000,1,16,0.02798,0.0831,0.273,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000024.wav,background,1.5,16000,1,16,0.028,0.08093,0.2765,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/music/background_music_000025.wav,background,1.5,16000,1,16,0.02798,0.08456,0.2746,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000001.wav,background,2.773375,16000,1,16,0.05395,0.48389,0.6877,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000002.wav,background,1.5,16000,1,16,0.05588,0.24521,0.1412,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000003.wav,background,1.5,16000,1,16,0.05616,0.22101,0.1365,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000004.wav,background,1.5,16000,1,16,0.05627,0.23877,0.1337,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000005.wav,background,1.5,16000,1,16,0.05595,0.23038,0.1426,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000006.wav,background,1.5,16000,1,16,0.05583,0.21872,0.1442,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000007.wav,background,1.5,16000,1,16,0.0562,0.2211,0.1447,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000008.wav,background,1.5,16000,1,16,0.05653,0.28012,0.1423,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000009.wav,background,1.5,16000,1,16,0.05649,0.22324,0.1396,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000010.wav,background,1.5,16000,1,16,0.05634,0.23102,0.1421,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000011.wav,background,1.5,16000,1,16,0.05628,0.21939,0.1391,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000012.wav,background,1.5,16000,1,16,0.05582,0.2243,0.139,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000013.wav,background,1.5,16000,1,16,0.0565,0.22559,0.1402,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000014.wav,background,1.5,16000,1,16,0.05646,0.23102,0.1389,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000015.wav,background,1.5,16000,1,16,0.05551,0.2453,0.1379,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000016.wav,background,1.5,16000,1,16,0.05656,0.25696,0.1422,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000017.wav,background,1.5,16000,1,16,0.05615,0.24091,0.1418,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000018.wav,background,1.5,16000,1,16,0.05553,0.19931,0.1401,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000019.wav,background,1.5,16000,1,16,0.0565,0.23413,0.1403,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000020.wav,background,1.5,16000,1,16,0.05669,0.23987,0.1407,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/people_talking/background_people_talking_000021.wav,background,1.5,16000,1,16,0.05657,0.23648,0.1435,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000001.wav,background,1.277125,16000,1,16,0.20054,0.89099,0.2423,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000002.wav,background,1.2306875,16000,1,16,0.19049,0.70566,0.1532,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000003.wav,background,1.161,16000,1,16,0.14571,0.71082,0.3229,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000004.wav,background,1.300375,16000,1,16,0.18028,0.70422,0.2078,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000005.wav,background,1.2539375,16000,1,16,0.10026,0.69501,0.3294,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000006.wav,background,1.18425,16000,1,16,0.08233,0.4502,0.3456,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000007.wav,background,1.300375,16000,1,16,0.18028,0.70422,0.2078,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000008.wav,background,3.0,16000,1,16,0.0126,0.13416,0.7514,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000009.wav,background,3.0,16000,1,16,0.00973,0.06821,0.7645,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000010.wav,background,3.0,16000,1,16,0.05845,0.32977,0.2557,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000011.wav,background,3.0,16000,1,16,0.00021,0.00171,1.0,WARNING,Low signal RMS (0.00021); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000012.wav,background,3.0,16000,1,16,0.02633,0.38159,0.5889,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000013.wav,background,3.0,16000,1,16,0.00022,0.0014,1.0,WARNING,Low signal RMS (0.00022); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000014.wav,background,3.0,16000,1,16,0.00352,0.06271,0.9823,WARNING,Low signal RMS (0.00352); High silence ratio (0.98)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000015.wav,background,3.0,16000,1,16,0.00013,0.00061,1.0,WARNING,Low signal RMS (0.00013); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000016.wav,background,3.0,16000,1,16,0.0776,0.3494,0.2072,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000017.wav,background,3.0,16000,1,16,0.02407,0.24722,0.53,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000018.wav,background,3.0,16000,1,16,0.04559,0.30429,0.3358,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000019.wav,background,3.0,16000,1,16,0.00034,0.00439,1.0,WARNING,Low signal RMS (0.00034); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000020.wav,background,3.0,16000,1,16,0.00284,0.04974,0.9839,WARNING,Low signal RMS (0.00284); High silence ratio (0.98)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000021.wav,background,3.0,16000,1,16,0.00805,0.06961,0.8904,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000022.wav,background,3.0,16000,1,16,0.00928,0.10236,0.8144,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000023.wav,background,3.0,16000,1,16,0.0003,0.0032,1.0,WARNING,Low signal RMS (0.00030); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000024.wav,background,3.0,16000,1,16,0.00203,0.01306,0.997,WARNING,Low signal RMS (0.00203); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000025.wav,background,3.0,16000,1,16,0.00707,0.06461,0.8925,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000026.wav,background,3.0,16000,1,16,0.0005,0.00623,1.0,WARNING,Low signal RMS (0.00050); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000027.wav,background,3.0,16000,1,16,0.00164,0.02008,0.9938,WARNING,Low signal RMS (0.00164); High silence ratio (0.99)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000028.wav,background,3.0,16000,1,16,0.05716,0.27487,0.2874,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000029.wav,background,3.0,16000,1,16,0.00069,0.01187,0.9999,WARNING,Low signal RMS (0.00069); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000030.wav,background,3.0,16000,1,16,0.0005,0.008,1.0,WARNING,Low signal RMS (0.00050); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000031.wav,background,3.0,16000,1,16,8e-05,0.00073,1.0,WARNING,Low signal RMS (0.00008); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000032.wav,background,3.0,16000,1,16,0.01649,0.09509,0.5937,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000033.wav,background,3.0,16000,1,16,0.01674,0.10172,0.5887,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000034.wav,background,3.0,16000,1,16,0.01336,0.07587,0.7078,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000035.wav,background,3.0,16000,1,16,0.00204,0.01486,0.9946,WARNING,Low signal RMS (0.00204); High silence ratio (0.99)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000036.wav,background,3.0,16000,1,16,0.00019,0.00159,1.0,WARNING,Low signal RMS (0.00019); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000037.wav,background,3.0,16000,1,16,0.01105,0.09119,0.7711,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000038.wav,background,3.0,16000,1,16,0.00016,0.00089,1.0,WARNING,Low signal RMS (0.00016); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000039.wav,background,3.0,16000,1,16,0.00017,0.00156,1.0,WARNING,Low signal RMS (0.00017); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000040.wav,background,3.0,16000,1,16,0.00036,0.00562,1.0,WARNING,Low signal RMS (0.00036); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000041.wav,background,3.0,16000,1,16,0.00015,0.00082,1.0,WARNING,Low signal RMS (0.00015); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000042.wav,background,3.0,16000,1,16,0.00019,0.00119,1.0,WARNING,Low signal RMS (0.00019); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000043.wav,background,3.0,16000,1,16,0.00018,0.00076,1.0,WARNING,Low signal RMS (0.00018); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000044.wav,background,3.0,16000,1,16,0.00015,0.0007,1.0,WARNING,Low signal RMS (0.00015); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000045.wav,background,3.0,16000,1,16,0.00013,0.00085,1.0,WARNING,Low signal RMS (0.00013); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000046.wav,background,3.0,16000,1,16,0.00018,0.00116,1.0,WARNING,Low signal RMS (0.00018); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000047.wav,background,3.0,16000,1,16,0.00226,0.02597,0.9915,WARNING,Low signal RMS (0.00226); High silence ratio (0.99)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000048.wav,background,3.0,16000,1,16,0.0006,0.00565,1.0,WARNING,Low signal RMS (0.00060); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000049.wav,background,3.0,16000,1,16,0.0003,0.00455,1.0,WARNING,Low signal RMS (0.00030); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000050.wav,background,3.0,16000,1,16,0.00013,0.00085,1.0,WARNING,Low signal RMS (0.00013); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000051.wav,background,3.0,16000,1,16,0.00165,0.01691,0.992,WARNING,Low signal RMS (0.00165); High silence ratio (0.99)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000052.wav,background,3.0,16000,1,16,0.00127,0.01031,0.9985,WARNING,Low signal RMS (0.00127); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000053.wav,background,3.0,16000,1,16,0.00683,0.05295,0.9469,OK,Passed all quality checks
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000054.wav,background,3.0,16000,1,16,6e-05,0.00021,1.0,WARNING,Low signal RMS (0.00006); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000055.wav,background,3.0,16000,1,16,0.00015,0.00128,1.0,WARNING,Low signal RMS (0.00015); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000056.wav,background,3.0,16000,1,16,0.00012,0.00055,1.0,WARNING,Low signal RMS (0.00012); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000057.wav,background,3.0,16000,1,16,9e-05,0.00052,1.0,WARNING,Low signal RMS (0.00009); High silence ratio (1.00)
D:/HACK-PROJECTS/TRINETRA/TRINETRA_ML/standardized/background/random/background_random_000058.wav,background,3.0,16000,1,16,9e-05,0.00037,1.0,WARNING,Low signal RMS (0.00009); High silence ratio (1.00)
